,2018,2019
0,5.247846603393555,12.368817329406738
1,35.902435302734375,40.647727966308594
2,62.15787124633789,63.69025802612305
3,89.07968139648438,96.67700958251953
4,21.831531524658203,18.969947814941406
5,33.39872741699219,36.6822509765625
6,41.551483154296875,45.29431915283203
7,44.99916458129883,50.05056381225586
8,37.15887451171875,37.21599578857422
9,35.75679397583008,54.07532501220703
10,9.225778579711914,8.509805679321289
11,8.204566955566406,6.798349380493164
12,7.041034698486328,4.9300947189331055
13,0.9760297536849976,0.47045040130615234
14,0.0,3.958604574203491
15,29.377182006835938,32.580177307128906
16,94.40589141845703,104.13174438476562
17,118.28296661376953,144.25460815429688
18,124.98302459716797,136.5647735595703
19,68.12528228759766,78.22589874267578
20,91.63018035888672,101.54259490966797
21,98.34756469726562,121.483154296875
22,115.97128295898438,130.02674865722656
23,113.19972229003906,115.16332244873047
24,117.4959945678711,119.15345001220703
25,70.21549224853516,74.7868423461914
26,39.9862060546875,40.12734603881836
27,34.62073516845703,33.59275817871094
28,4.301138877868652,5.609391212463379
29,0.0,3.440706491470337
30,24.021228790283203,30.008544921875
31,86.93675994873047,99.69187927246094
32,123.41277313232422,100.05451965332031
33,122.8907241821289,146.19131469726562
34,121.91434478759766,120.0708236694336
35,96.5458984375,120.78507232666016
36,126.28777313232422,178.67694091796875
37,130.3491973876953,150.2462615966797
38,113.68313598632812,118.08990478515625
39,63.84513473510742,83.25182342529297
40,82.1092300415039,77.72402954101562
41,88.76984405517578,97.35977935791016
42,97.72760772705078,119.29608154296875
43,26.051210403442383,20.336288452148438
44,4.2648468017578125,4.192521095275879
45,0.4366907477378845,0.0
46,0.414135217666626,0.0
47,11.490808486938477,22.001895904541016
48,75.7894058227539,86.6097640991211
49,100.6622543334961,119.08149719238281
50,105.32557678222656,112.92445373535156
51,97.60906219482422,121.3653335571289
52,110.07144165039062,125.14424133300781
53,120.38932800292969,126.20880126953125
54,124.26239013671875,124.29537200927734
55,120.26393127441406,127.3906021118164
56,132.85540771484375,170.6123809814453
57,116.58537292480469,123.86343383789062
58,116.97659301757812,108.96985626220703
59,83.58547973632812,98.22431945800781
60,64.92512512207031,88.2711410522461
61,15.566533088684082,18.554580688476562
62,11.558319091796875,11.576184272766113
63,22.241392135620117,17.182861328125
64,11.068714141845703,10.490715026855469
65,7.407375335693359,7.082109451293945
66,8.754883766174316,7.97651481628418
67,2.377654552459717,0.011217357590794563
68,0.0,4.14987325668335
69,7.549901962280273,13.099671363830566
70,99.05642700195312,104.98796844482422
71,116.24954223632812,139.5901641845703
72,109.94312286376953,145.07931518554688
73,101.77022552490234,117.24654388427734
74,111.05048370361328,149.9827423095703
75,145.3528289794922,130.82249450683594
76,120.68070983886719,108.26360321044922
77,121.47198486328125,118.37123107910156
78,174.81924438476562,127.78695678710938
79,176.44007873535156,126.689697265625
80,113.01422882080078,120.74170684814453
81,33.2437858581543,32.63543701171875
82,39.932186126708984,65.81495666503906
83,27.05232048034668,24.863059997558594
84,70.81219482421875,81.37367248535156
85,39.55015563964844,32.72751235961914
86,6.904012680053711,4.545476913452148
87,14.36142349243164,17.53167152404785
88,49.79994583129883,56.87604522705078
89,9.71703815460205,8.684953689575195
90,0.0,0.7672251462936401
91,0.3452523350715637,3.2178924083709717
92,46.73786163330078,61.09627914428711
93,128.433349609375,167.2478790283203
94,113.46569061279297,139.8496856689453
95,80.58393859863281,103.23243713378906
96,115.53389739990234,128.67498779296875
97,129.9049835205078,158.9844970703125
98,109.98746490478516,142.7963409423828
99,110.64453887939453,135.59898376464844
100,121.18702697753906,140.239990234375
101,166.48092651367188,143.18333435058594
102,147.5246124267578,153.23020935058594
103,113.80074310302734,111.34295654296875
104,117.3678207397461,76.11214447021484
105,149.97975158691406,158.2171173095703
106,115.48573303222656,103.80108642578125
107,68.81101989746094,90.42030334472656
108,9.573266983032227,6.527315139770508
109,9.912544250488281,3.8194124698638916
110,1.8004865646362305,1.2097022533416748
