,wrist_x,wrist_y,thumb_cmc_x,thumb_cmc_y,thumb_mcp_x,thumb_mcp_y,thumb_ip_x,thumb_ip_y,thumb_tip_x,thumb_tip_y,index_finger_mcp_x,index_finger_mcp_y,index_finger_pip_x,index_finger_pip_y,index_finger_dip_x,index_finger_dip_y,index_finger_tip_x,index_finger_tip_y,middle_finger_mcp_x,middle_finger_mcp_y,middle_finger_pip_x,middle_finger_pip_y,middle_finger_dip_x,middle_finger_dip_y,middle_finger_tip_x,middle_finger_tip_y,ring_finger_mcp_x,ring_finger_mcp_y,ring_finger_pip_x,ring_finger_pip_y,ring_finger_dip_x,ring_finger_dip_y,ring_finger_tip_x,ring_finger_tip_y,pinky_finger_mcp_x,pinky_finger_mcp_y,pinky_finger_pip_x,pinky_finger_pip_y,pinky_finger_dip_x,pinky_finger_dip_y,pinky_finger_tip_x,pinky_finger_tip_y,label
0,0.0,0.0,-0.0923076923076923,-0.3884297520661157,-0.3076923076923077,-0.6446280991735537,-0.5230769230769231,-0.6776859504132231,-0.6666666666666666,-0.6198347107438017,-0.3282051282051282,-0.6859504132231405,-0.6358974358974359,-0.8925619834710744,-0.8512820512820513,-0.975206611570248,-1.0,-1.0,-0.3794871794871794,-0.4049586776859504,-0.7897435897435897,-0.3884297520661157,-0.8153846153846154,-0.2727272727272727,-0.7487179487179487,-0.1983471074380165,-0.4153846153846154,-0.0826446280991735,-0.7846153846153846,-0.0826446280991735,-0.7538461538461538,-0.0165289256198347,-0.6461538461538462,-0.0082644628099173,-0.441025641025641,0.1983471074380165,-0.7230769230769231,0.1322314049586777,-0.717948717948718,0.1570247933884297,-0.6358974358974359,0.1487603305785124,left
1,0.0,0.0,-0.1973094170403587,-0.3983739837398374,-0.3946188340807174,-0.5934959349593496,-0.547085201793722,-0.6585365853658537,-0.6860986547085202,-0.6178861788617886,-0.358744394618834,-0.7560975609756098,-0.6278026905829597,-0.951219512195122,-0.8609865470852018,-1.0,-1.0,-0.967479674796748,-0.3721973094170404,-0.4715447154471545,-0.7354260089686099,-0.4715447154471545,-0.7443946188340808,-0.3170731707317073,-0.672645739910314,-0.2276422764227642,-0.3946188340807174,-0.1382113821138211,-0.7174887892376681,-0.1463414634146341,-0.6995515695067265,-0.056910569105691,-0.6053811659192825,-0.032520325203252,-0.42152466367713,0.1544715447154471,-0.6816143497757847,0.1138211382113821,-0.672645739910314,0.1382113821138211,-0.5829596412556054,0.1382113821138211,left
2,0.0,0.0,-0.1446808510638297,-0.3953488372093023,-0.3531914893617021,-0.6434108527131783,-0.5404255319148936,-0.6976744186046512,-0.6723404255319149,-0.6046511627906976,-0.3659574468085106,-0.7596899224806202,-0.6468085106382979,-0.9534883720930232,-0.8595744680851064,-1.0,-1.0,-0.9767441860465116,-0.3829787234042553,-0.4883720930232558,-0.7617021276595745,-0.4728682170542636,-0.7617021276595745,-0.3410852713178294,-0.6808510638297872,-0.2790697674418604,-0.4,-0.1782945736434108,-0.7446808510638298,-0.1705426356589147,-0.7148936170212766,-0.0775193798449612,-0.6127659574468085,-0.0620155038759689,-0.4127659574468085,0.1085271317829457,-0.6978723404255319,0.0620155038759689,-0.6893617021276596,0.0930232558139534,-0.6085106382978723,0.0930232558139534,left
3,0.0,0.0,-0.1639344262295081,-0.3770491803278688,-0.3770491803278688,-0.5819672131147541,-0.5683060109289617,-0.6229508196721312,-0.73224043715847,-0.5819672131147541,-0.3715846994535519,-0.6557377049180327,-0.639344262295082,-0.860655737704918,-0.8688524590163934,-0.9672131147540984,-1.0,-1.0,-0.4043715846994535,-0.3688524590163934,-0.8142076502732241,-0.4016393442622951,-0.8743169398907104,-0.2540983606557377,-0.8360655737704918,-0.1639344262295081,-0.4316939890710382,-0.0491803278688524,-0.8032786885245902,-0.0983606557377049,-0.819672131147541,-0.0163934426229508,-0.7431693989071039,0.0081967213114754,-0.453551912568306,0.2295081967213114,-0.7486338797814208,0.1639344262295081,-0.7704918032786885,0.1721311475409836,-0.7049180327868853,0.1721311475409836,left
4,0.0,0.0,-0.211453744493392,-0.3829787234042553,-0.4140969162995594,-0.574468085106383,-0.5726872246696035,-0.6312056737588653,-0.7224669603524229,-0.6099290780141844,-0.4008810572687225,-0.7446808510638298,-0.6651982378854625,-0.950354609929078,-0.8722466960352423,-1.0,-1.0,-0.9787234042553192,-0.4140969162995594,-0.4964539007092198,-0.7665198237885462,-0.4964539007092198,-0.7797356828193832,-0.3546099290780142,-0.7136563876651982,-0.2695035460992908,-0.4317180616740088,-0.1985815602836879,-0.7400881057268722,-0.1985815602836879,-0.7268722466960352,-0.1205673758865248,-0.6475770925110133,-0.0921985815602836,-0.4537444933920704,0.0638297872340425,-0.7048458149779736,0.0283687943262411,-0.7092511013215859,0.0354609929078014,-0.6431718061674009,0.0212765957446808,left
5,0.0,0.0,-0.222707423580786,-0.375886524822695,-0.4104803493449782,-0.574468085106383,-0.5676855895196506,-0.6453900709219859,-0.7161572052401747,-0.6382978723404256,-0.3930131004366812,-0.7375886524822695,-0.6550218340611353,-0.9432624113475178,-0.8646288209606987,-1.0,-1.0,-0.9858156028368794,-0.4017467248908297,-0.4893617021276595,-0.759825327510917,-0.5106382978723404,-0.7903930131004366,-0.375886524822695,-0.7336244541484717,-0.2978723404255319,-0.4192139737991266,-0.1914893617021276,-0.7336244541484717,-0.1914893617021276,-0.7379912663755459,-0.1205673758865248,-0.6681222707423581,-0.0921985815602836,-0.4410480349344978,0.0851063829787234,-0.6943231441048034,0.0425531914893617,-0.7030567685589519,0.0496453900709219,-0.6331877729257642,0.0354609929078014,left
6,0.0,0.0,-0.1630434782608695,-0.371900826446281,-0.3804347826086957,-0.5785123966942148,-0.5652173913043478,-0.6115702479338843,-0.717391304347826,-0.5785123966942148,-0.375,-0.6446280991735537,-0.6413043478260869,-0.8512396694214877,-0.8695652173913043,-0.9669421487603306,-1.0,-1.0,-0.4021739130434782,-0.3636363636363636,-0.7989130434782609,-0.4132231404958678,-0.8858695652173914,-0.2892561983471074,-0.8695652173913043,-0.1983471074380165,-0.4184782608695652,-0.0413223140495867,-0.7934782608695652,-0.0909090909090909,-0.8315217391304348,-0.0413223140495867,-0.7717391304347826,-0.0165289256198347,-0.4347826086956521,0.2314049586776859,-0.7282608695652174,0.1900826446280991,-0.7663043478260869,0.1818181818181818,-0.7228260869565217,0.1735537190082644,left
7,0.0,0.0,-0.2251082251082251,-0.375,-0.4112554112554112,-0.5661764705882353,-0.5627705627705628,-0.6397058823529411,-0.7056277056277056,-0.6397058823529411,-0.3939393939393939,-0.7426470588235294,-0.658008658008658,-0.9558823529411764,-0.8658008658008658,-1.0,-1.0,-0.9779411764705882,-0.3939393939393939,-0.4852941176470588,-0.7575757575757576,-0.4926470588235294,-0.7922077922077922,-0.3529411764705882,-0.7359307359307359,-0.2794117647058823,-0.4069264069264069,-0.1838235294117647,-0.7272727272727273,-0.1691176470588235,-0.7316017316017316,-0.088235294117647,-0.6536796536796536,-0.0661764705882353,-0.4285714285714285,0.0955882352941176,-0.6883116883116883,0.0588235294117647,-0.7012987012987013,0.0735294117647058,-0.6363636363636364,0.0514705882352941,left
8,0.0,0.0,-0.225531914893617,-0.3787878787878788,-0.4170212765957446,-0.5757575757575758,-0.574468085106383,-0.6363636363636364,-0.7148936170212766,-0.6287878787878788,-0.4,-0.75,-0.6595744680851063,-0.946969696969697,-0.8638297872340426,-1.0,-1.0,-0.9772727272727272,-0.4,-0.4848484848484848,-0.7531914893617021,-0.4772727272727273,-0.7574468085106383,-0.3333333333333333,-0.6893617021276596,-0.2651515151515151,-0.4085106382978723,-0.1742424242424242,-0.7276595744680852,-0.1515151515151515,-0.7021276595744681,-0.0606060606060606,-0.6127659574468085,-0.0454545454545454,-0.4212765957446808,0.1136363636363636,-0.6851063829787234,0.0833333333333333,-0.6723404255319149,0.1136363636363636,-0.5872340425531914,0.106060606060606,left
9,0.0,0.0,-0.1459459459459459,-0.4017094017094017,-0.3621621621621622,-0.6324786324786325,-0.5621621621621622,-0.6752136752136753,-0.7189189189189189,-0.6239316239316239,-0.3837837837837838,-0.6666666666666666,-0.6594594594594595,-0.8803418803418803,-0.8810810810810811,-0.9829059829059827,-1.0,-1.0,-0.4162162162162162,-0.3675213675213675,-0.8378378378378378,-0.3846153846153846,-0.9027027027027028,-0.2564102564102564,-0.8540540540540541,-0.1709401709401709,-0.4378378378378378,-0.0341880341880341,-0.8378378378378378,-0.0427350427350427,-0.8432432432432433,0.0085470085470085,-0.745945945945946,0.0256410256410256,-0.4540540540540541,0.2564102564102564,-0.7675675675675676,0.2222222222222222,-0.7837837837837838,0.2136752136752136,-0.7081081081081081,0.2051282051282051,left
